;author;text;title
1132;Wisława Szymborska;"Con uno sguardo mi ha resa più bella,
e io questa bellezza l'ho fatta mia
Felice, ho inghiottito una stella.
 
Ho lasciato che mi immaginasse
a somiglianza del mio riflesso
nei suoi occhi. Io ballo, io ballo
nel battito di ali improvvise.
 
Il tavolo è tavolo, il vino è vino
nel bicchiere che è un bicchiere
e sta lì dritto sul tavolo.
Io invece sono immaginaria,
incredibilmente immaginaria,
immaginaria fino al midollo.
Gli parlo di tutto ciò che vuole:
delle formiche morenti d'amore
sotto la costellazione del soffione.
Gli giuro che una rosa bianca,
se viene spruzzata di vino, canta.
 
Mi metto a ridere, inclino il capo
con prudenza, come per controllare
un'invenzione. E ballo, ballo
nella pelle stupita, nell'abbraccio
che mi crea.
 
Eva dalla costola, Venere dall'onda,
Minerva dalla testa di Giove
erano più reali.
 
Quando lui non mi guarda,
cerco la mia immagine
sul muro. E vedo solo
un chiodo, senza il quadro.﻿";Sotto una piccola stella
1133;Wisława Szymborska;"Siamo figli dell'epoca,
l'epoca è politica.

Tutte le tue, nostre, vostre
faccende diurne, notturne
sono faccende politiche.

Che ti piaccia o no,
i tuoi geni hanno un passato politico,
la tua pelle una sfumatura politica,
i tuoi occhi un aspetto politico.

Ciò di cui parli ha una risonanza,
ciò di cui taci ha una valenza
in un modo o nell'altro politica.

Perfino per campi, per boschi
fai passi politici
su uno sfondo politico.

Anche le poesie apolitiche sono politiche,
e in alto brilla la luna,
cosa non più lunare.
Essere o non essere, questo è il problema.
Quale problema, rispondi sul tema.
Problema politico.

Non devi neppure essere una creatura umana
per acquistare un significato politico.
Basta che tu sia petrolio,
mangime arricchito o materiale riciclabile.
O anche il tavolo delle trattative, sulla cui forma
si è disputato per mesi:
se negoziare sulla vita e la morte
intorno a uno rotondo o quadrato.

Intanto la gente moriva,
gli animali crepavano,
le case bruciavano e i campi inselvatichivano
come nelle epoche remote
e meno politiche.";Figli dell'epoca
1134;Giovanni  Raboni;"Siano con selvaggia compunzione accese
le tre candele.
Saltino sui coperchi con fragore i due
compari di spada compiuti uno
sei anni e mezzo, l’altro cinque
e io trentaquattro e la mamma trentadue
e la nonna, se non sbaglio, sessantotto.
Questa scena non verrà ripetuta.
La scena non viene diversamente effigiata. E chi
si sentisse esule o in qualche
percentuale risulta ingrugnato
parli prima o domani.
Accogli, streghina di marzapane, la nostra sospettosa tenerezza.
Seguano come a caso stridi
di vagoni piombati, raffiche di mitragliatrice...";Il compleanno di mia figlia
1135;Francesco Redi;"Su voghiamo,
navighiamo,
navighiamo infino a Brindisi:
Arianna, brindis, brindisi.
Oh bell’andare
per barca in mare
verso la sera
di primavera!
Venticelli e fresche aurette,
dispiegando ali d’argento,
sull’azzurro pavimento
tesson danze amorosette,
e al mormorio de’ tremuli cristalli
sfidano ognora i naviganti a i balli.
Su voghiamo,
navighiamo,
navighiamo infino a Brindisi:
Arianna, brindis, brindisi.
Passavoga, arranca, arranca,
ché la ciurma non si stanca,
anzi lieta si rinfranca
quando arranca inverso Brindisi:
Arianna, brindis, brindisi.
E se a te brindisi io fo,
perché a me faccia il buon pro,
Ariannuccia vaguccia, belluccia,
cantami un poco, e ricantami tu
sulla mandola la cuccurucù,
la cuccurucù
la cuccurucù,
sulla mandola la cuccurucù.
Passa vo…
Passa vo…
Passavoga, arranca, arranca,
ché la ciurma non si stanca;
anzi lieta si rinfranca,
quando arranca,
quando arranca inverso Brindisi:
Arianna, brindis, brindisi.
E se a te
e se a te Brindisi io fo,
perché a me
perché a me
perché a me faccia il buon pro,
il buon pro,
Ariannuccia leggiadribelluccia,
cantami un po…
cantami un po…
cantami un poco, e ricantami tu
sulla viò…
sulla viola la cuccurucù
la cuccurucù
sulla viola la cuccurucù.";da Bacco in Toscana
1136;Tommaso Grossi;"Rondinella pellegrina
che ti posi in sul verone,
ricantando ogni mattina
quella flebile canzone,
che vuoi dirmi in tua favella,
pellegrina rondinella?
Solitaria nell’oblio,
dal tuo sposo abbandonata,
piangi forse al pianto mio
vedovetta sconsolata?
Piangi, piangi in tua favella,
pellegrina rondinella.
Pur di me manco infelice
tu alle penne almen t’affidi,
scorri il lago e la pendice,
empi l’aria de’ tuoi gridi,
tutto il giorno in tua favella
lui chiamando, o rondinella.
Oh se anch’io... Ma lo contende
questa bassa e angusta volta,
dove sole non risplende,
dove l’aria ancor m’è tolta,
donde a te la mia favella
giunge appena, o rondinella.
Il settembre innanzi viene
e a lasciarmi ti prepari:
tu vedrai lontane arene,
nuovi monti, nuovi mari
salutando in tua favella,
pellegrina rondinella:
ed io tutte le mattine
riaprendo gli occhi al pianto,
fra le nevi e fra le brine
crederò d’udir quel canto,
onde par che in tua favella
mi compianga, o rondinella.
Una croce a primavera
troverai su questo suolo.
Rondinella, in su la sera
sovra lei raccogli il volo:
dimmi pace in tua favella,
pellegrina rondinella.";Rondinella pellegrina
1137;Blanca Varela;"potrei descriverla
 aveva naso occhi bocca orecchie?
 aveva piedi testa?
 aveva gli arti?

 ricordo solo l'animale più dolce
 che si portava addosso
 come un'altra pelle
 quell'alone di luce sporca

 voraci alate
 assetate bestiole
 ingiuriosi angeli ronzanti
 la tormentavano

 era la terra altrui e la carne di nessuno

 dalle sue palpebre cispose
 mi abbagliò il miracolo languente
 la vigilia l'istinto lo sguardo
 il sole non nato

 era una bimba un animale un'idea?

 ah signore
 che orribile dolore agli occhi
 che acqua amara alla bocca
 di quel mezzogiorno intollerabile
 quando più rapida più lenta
 più antica e oscura della morte
 accanto a me
 coronata di mosche
 passò la vita";Vitella oppressa dai tafani 
1138;Blanca Varela;"ho lasciato la porta mezza aperta
 sono un animale che non si rassegna a morire

 l'eternità è l'oscura cerniera che cede
 un piccolo rumore nella notte della carne

 sono l'isola che avanza sostenuta dalla morte
 o una città ferocemente accerchiata dalla vita

 o forse non sono nulla
 solo l'insonnia
 e la brillante indifferenza degli astri

 deserto destino
 inesorabile il sole dei vivi si alza
 riconosco quella porta
 altra non c'è

 ghiaccio primaverile
 e una spina di sangue
 nell'occhio della rosa";Scena finale 
1139;Meo De’ Tolomei;"I’ son sì magro, che quasi traluco,
de la persona, ma più de l’avere;
amico né parente ho, che vedere
mi voglia, sol per ch’or non vesto il luco;
e già del mi’ poco i’ me ne conduco,
ch’è ’n viver di speranza ch’ho d’avere:
e di quel tempo avess’io de le pere,
ch’i mei non mi terranno così bruco.
Esser ho ricco, e ’l modo saper parmi:
mia madre, Ciampolino e ’l Zeppa tanto
per me guadagnan, che non ho ch’a starmi.
Or mi rendessen del mi’ pur alquanto!
ché tutti tre, en ben assottigliarmi,
son Padre e Figlio con Spirito Santo.";I’ son sì magro, che quasi traluco
1140;Rainer Maria Rilke;"Non aver paura, sono io. Non senti
che su te m’infrango con tutti i sensi?
Ha messo ali il mio cuore
e ora vola candido attorno al tuo viso.

Non vedi la mia anima innanzi a te
adorna di silenzio?
E la mia preghiera di maggio
non matura al tuo sguardo come su un albero?

Se sogni, sono il tuo sogno
ma se sei desto sono il tuo volere;
padrone d’ogni splendore
m’inarco, silenzio stellato,
sulla bizzarra città del tempo.";Non aver paura, sono io..
1141;Rainer Maria Rilke;"Terra che ti fai buia, paziente sopporti le mura.
Forse permetti alle città di vivere ancora un’ora,
ne concedi due alle chiese e ai chiostri solitari,
ne lasci cinque al travaglio dei credenti
e per sette contempli il contadino al lavoro 

prima di tornare foresta, acqua, rigoglio selvatico
nell’istante dell’inafferrabile paura
quando chiederai a ogni cosa
la tua immagine incompiuta.

Dammi un po’ di tempo: voglio amare le cose in modo
nuovo
e farle degne di te e grandi.
Voglio solo sette giorni, sette
su cui nessuno abbia mai scritto,
bq. sette giorni di solitudine.

Chi riceverà il libro che li raccoglie
rimarrà chino sulle sue pagine.
Oppure sarà nelle tue mani
e lo scriverai tu stesso.";Terra che ti fai buia, paziente sopporti le mura…
1142;Rainer Maria Rilke;"Respirano lievi gli altissimi abeti
racchiusi nel manto di neve.
Più morbido e folto quel bianco splendore
riveste ogni ramo, via via.
Le candide strade si fanno più zitte:
le stanze raccolte, più intente!
Rintoccano l'ore. Ne vibra
percosso ogni bimbo, tremando!
Di sovra gli alari, lo schianto d'un ciocco 
che in lampi e faville rovina.
In niveo brillar di lustrini 
il candido giorno là fuori s'accresce,
divien sempiterno Infinito.";Bianco Splendore
1143;Rainer Maria Rilke;"Cerchi che si tendono sempre più 
ampi sopra le cose è la mia vita.
Forse non chiuderò l’ultimo,
ma voglio tentare.

Giro attorno a Dio, all’antica torre,
giro da millenni;
e ancora non so se sono un falco, una tempesta
o un grande canto.";Cerchi che si tendono sempre più
1144;Rainer Maria Rilke;"Tu vieni e vai e le porte si chiudono
più dolcemente, quasi senza vento.
Tra chi va per silenti case
sei il più silente.
 Ci si avvezza tanto alla tua presenza
che si resta chini sui libri
quando le immagini si fanno belle
nel blu della tua ombra,
 perché risuoni in ogni cosa
a volte forte e a volte piano.
Se ti scorgo nei miei pensieri, spesso
si spacca la tua grande immagine:
sei un capriolo luminoso e corri
io sono buio e sono un bosco.
Sei una ruota accanto a me
 e dei tuoi mille raggi bui
uno si fa sempre più greve

e sempre più vicino,
e crescono ad ogni suo giro
le mie opere obbedienti.";Tu vieni e vai e le porte si chiudono…
1145;Rainer Maria Rilke;"Tu non sei più vicina a Dio
di noi; siamo lontani tutti. Ma tu hai stupende
benedette le mani.
Nascono chiare in te dal manto, 
luminoso contorno: 
io sono la rugiada, il giorno,
ma tu, tu sei la pianta.";Le mani della Madre
1146;Rainer Maria Rilke;"Signore: è tempo . Grande era l'arsura .
Deponi l'ombra sulle meridiane,
libera il vento sopra la pianura.
Fa' che sia colmo ancora il frutto estremo;
concedi ancora un giorno' di tepore,
.che il frutto giunga a maturare, e spremi
nel grave vino l'ultimo sapore.
Chi non ha casa adesso, non l'avrà.
Chi è solo a lungo solo dovrà stare,
leggere nelle veglie, e lunghi fogli
scrivere, e incerto sulle vie tornare
dove nell'aria fluttuano le foglie.";Giorno d'autunno
1147;Rainer Maria Rilke;"La mia vita non è quest’ora ripida
che mi vedi scalare in fretta.
Sono un albero innanzi all’orizzonte,
una delle mie molte bocche,
e la prima a chiudersi.

Sono l’attimo tra due suoni
che male s’accordano
perché il suono morte vuole emergere –

Ma nella pausa buia si riconciliano
entrambi tremando.

E bello resta il canto.";La mia vita non è quest’ora ripida..
1148;Rainer Maria Rilke;"lo penso: e vedo (o sogno) 
un piccolo villaggio, una gran pace:
dentro, un cantar di galli.
E il piccolo villaggio si smarrisce
in un fiaccar di neve. 
Entro il villaggio in abito da festa
una casetta bianca.
Furtiva accenna una testina bionda
tra le cortine mosse.
Schiudo la porta; e i cardini, stridendo, 
chIedono fiochi aiuto. 
Poi, nella stanza, un timido e sommesso
profumo di lavanda.";Sogno
1149;Rainer Maria Rilke;"Come una indefinibile fata d'ombre...
Vien da lungi la Sera, camminando
per l'abetaia tacita e nevosa.
Poi, contro tutte le finestre preme
 le sue gelide guance e, zitta, origlia!
Si fa silenzio, allora, in ogni casa.
Siedono i vecchi, meditando. I bimbi
non si attentano ancora ai loro giochi!
Le madri stanno siccome regine.
 Cade di mano alle fantesche il fuso.
La Sera ascolta, trepida pei vetri:
tutti, all'interno, ascoltano la Sera.";La sera
1150;Rainer Maria Rilke;"Dio, sei grande!
Dio, come posso concepire l'ora, la tua
quando per darle perfezione e forma nello spazio
innanzi a te ponesti la parola?
Per te il niente era una ferita
e la curasti creando il mondo.
Ora si rimargina piano fra noi. 
E giacché gli anni hanno risucchiato
le molte febbri dell'infermo
già sentiamo, ed è un mite battito,
il cuore sereno dell'orizzonte.
 Siamoo adagiati sul nulla, siamo il suo balsamo
fasciamo ogni squarcio,
ma tu diventi sempre più vago
all'ombra del tuo volto.";Dio, come posso concepire l'ora, la tua…
1151;Rainer Maria Rilke;"Non conoscemmo il suo capo inaudito
e le iridi che vi maturavano. Ma il torso 
tuttavia arde come un candelabro 
dove il suo sguardo, solo indietro volto,
resta e splende. Altrimenti non potrebbe abbagliarti
la curva del suo petto e lungo il rivolgere
lieve dei lombi scorrere un sorriso
 fino a quel centro dove l'uomo genera.

E questa pietra sfigurata e tozza
vedresti sotto il diafano architrave delle spalle,
e non scintillerebbe come pelle di belva,

e non eromperebbe da ogni orlo come un astro:
perché là non c'è punto che non veda
te, la tua vita. Tu devi mutarla.";Torso arcaico di Apollo
1152;Rainer Maria Rilke;"Con un cenno della fronte respinge
lungi da sé ogni vincolo, ogni limite
perché per il suo cuore passa alto e immenso il ciclo
degli eventi che ricorrono eterni.

Nei fondi cieli scorge una folla di figure
che lo chiamano: riconosci, vieni -.
Ciò che ti pesa, perché lo sostengano,
non affidarlo alle sue mani lievi.

Verrebbero di notte a provarti nella lotta,
trascorrendo la casa come furie,
afferrandoti come per crearti
e strapparti alla forma che ti chiude.";L'angelo
1153;Rainer Maria Rilke;"Nel colmo della notte, a volte, accade
che si risvegli, come un bimbo, il vento.
Solo, pian piano, vien per il sentiero,
penetra nel villaggio addormentato.

Striscia, guardingo, sino alla fontana;
poi si sofferma, tacito, in ascolto.
Pallide stan tutte le case, intorno;
tutte le querce mute.";Il risveglio del vento
1154;Rainer Maria Rilke;"Respiran lievi gli altissimi abeti
racchiusi nel manto di neve.
Più morbido e folto quel bianco splendore
riveste ogni ramo via via.

Le candide strade si fanno più zitte:
le stanze raccolte più intente.

Rintoccano l'ore. Ne vibra
percosso ogni bimbo tremando.
Di sovra gli alari, lo schianto d'un ciocco
che in lampi e faville rovina.

In niveo brillar di lustrini,
il candido giorno là fuori s'accresce,
divien sempiterno Infinito.";Paesaggio invernale
1155;Rainer Maria Rilke;"Artigiani siamo: garzoni, muratori, maestri
e siamo qui a costruirti, alta navata.
A volte giunge uno straniero cupo,
scintilla per i nostri cento spiriti,
e ci mostra tremando un nuovo appiglio.
Saliamo ponti vacillanti, grevi
martelli nelle nostre mani

finché l'attimo non ci bacia in fronte:
viene da te come il vento dal mare
fulgendo quasi conoscesse tutto.
Allora echeggiano mille martelli
e colpi penetrano la montagna.
Soltanto quando annotta e il tuo profilo -
futuro traspare t'abbandoniamo.";Artigiani siamo: garzoni, muratori, maestri…
1156;Rainer Maria Rilke;"Tutto ciò su lei stava ed era il mondo,
stava su lei con tutto, pietà e ansia, come alberi
che crescono diritti; tutto immagine,
eppure senza immagini, come arca dell'alleanza,
e solenne, come rivolto a un popolo.

E lei lo sosteneva tutto intero,
ciò che vola, che fugge, che è lontano,
l'immenso, il non appreso ancora, calma
come la portatrice d'acqua regge
la brocca colma. Finché a mezzo il gioco,
trasformando e altro preparando,
insensibile il primo velo bianco
sul volto aperto adagio scivolò,

diafano quasi e per non più levarsi,
e chi sa come a ogni domanda una
sola, vaga risposta replicando:
in te, che un tempo fosti bambina, in te.";L'adulta
1157;Rainer Maria Rilke;"Non attender che Dio su te discenda
e che ti dica: Sono.
Senso alcuno non ha quel Dio che afferma
l'onnipotenza sua.
Sentilo tu, nel soffio ond'ei ti ha colmo 
da che respiri e sei.
Quando, non sai perché, ti avvampa il cuore,
è Lui che in te si esprime.";Dio
1158;Rainer Maria Rilke;"Respirano lievi gli altissimi abeti
racchiusi nel manto di neve.
Più morbido e folto quel bianco splendore

riveste ogni ramo, via via.
Le candide strade si fanno più zitte:
le stanze raccolte, più intense.
Rintoccano l'ore. Ne viene
percosso ogni bimbo, tremando.
Di sovra gli alari, lo schianto di un ciocco
che in lampi e faville , rovina.
In niveo brillar di lustrini
il candido giorno là fuori s'accresce,
diviene sempiterno, infinito.";Gennaio
1159;Rainer Maria Rilke;"Come mi tocca l'anima
la popolare melodia boe ma  !
Penetra lieve il cuore,
che ne trabocca  e pesa.
Quando sommesso un bimbo
canta sarchiando  i campi,
dopo, la sua canzone
torna a echeggiarmi in sogno.
Pur se tu sia lontano
in terra ignota e solo,
spesso attraverso gli anni
ricorderai quel canto.";Canto popolare
1160;Rainer Maria Rilke;"Iracondi vedesti schizzar fuoco, due ragazzi
avvinghiarsi in un groppo solo ch' era
odio e si rotolava sulla terra
come bestia assaltata dalle api;
mimi vedesti, fanfaroni tronfi,
cavalli furiosi che stramazzano,
gli occhi stravolgono, mostrano i denti
quasi dal muso si staccasse il cranio.

Ma ora sai come questo si dimentica:
perché hai davanti, colma e inobliabile,
la coppa delle rose che gli estremi
ha in sé dell'essere e del declinare,
porgere, non-poter-mai-dare, esserci,
che può anche esser nostro: anche per noi estremo.

Tacita vita, aprirsi senza fine,
sete di spazio che non toglie spazio
allo spazio che il cerchio delle cose restringe,
forma non circoscritta, senza contorni quasi
e solo interna, stranamente tenera
e che da sé fino all'orlo s'illumina:
conosci cosa che somigli a questa? .

Ed a questa: che un sentimento nasce 
perché petali toccano altri petali? 
E questa: che uno s'apre come palpebra 
e sotto non ci sono altro che palpebre, 
chiuse, quasi dormendo dieci volte
dovessero attutire un'energia visiva interna.
E soprattutto: che per questi petali
deve passare luce. Essi dai mille cieli
filtrano lentamente quella goccia di tenebra
nel cui bagliore l'intricato fascio
degli stami si eccita e s'impenna.

E vedi i movimenti nelle rose:
oscillano in così stretto angolo
che i gesti resterebbero invisibili se i loro
raggi non si spiegassero a ventaglio nel cosmo.

Vedi la rosa bianca distendersi beata
ed ergersi nei grandi aperti petali
come una Venere nella conchiglia,
e quella che arrossisce
e si volge confusa a quella fresca,
e come quella fresca si ritrae insensibile,
e come chiusa in sé la rosa fredda
sta fra le rose aperte che ogni veste depongono.
E ciò che svestono, come può esser lieve,
o pesante; mantello o ala o carico, 
o maschera, secondo ciò che svestono,
e come: sotto l'occhio dell'amato. 

Possono essere qualsiasi cosa: forse 
non era quella gialla che giace aperta e vuota
la corteccia d'un frutto in cui quel giallo
era il succo, più denso ed arancione?
E non era già troppo, per quest' altra, sbocciare,
se al contatto dell'aria il suo rosa indicibile
ha assunto il gusto amaro del lillà?
E questa, di batista, non è la veste a cui
tenera e ancora calda aderisce la camicia
che con lei fu gettata nell'ombra del mattino
su una spiaggia della foresta antica?
 E questa porcellana dai riflessi d'opale,
 tazza cmese bassa, fragile
piena di piccole farfalle chiare -
e quell'altra che nulla contiene oltre se stessa.

Ma tutte non contengono nient' altro che se stesse,
se contener se stesse vuoI dire: il mondo esterno,
e vento e pioggia e la pazienza della primavera,
e colpa ed inquietudine, mascherato destino,
e il buio della terra a sera, fino
al volo delle nubi che s'appressano e fuggono,
al vago influsso di remote stelle,
mutarlo in breve spazio entro di noi.
Tutto questo ora posa spensierato
nel grembo aperto delle rose.";La coppa di rose
1161;Rainer Maria Rilke;"Tutto ciò su lei stava ed era il mondo,
stava su lei con tutto, pietà e ansia, come alberi
che crescono diritti; tutto immagine,
eppure senza immagini, come arca dell'alleanza,
e solenne, come rivolto a un popolo.

E lei lo sosteneva tutto intero,
ciò che vola, che fugge, che è lontano,
l'immenso, il non appreso ancora, calma
come la portatrice d'acqua regge
la brocca colma. Finché a mezzo il gioco,
trasformando e altro preparando,
insensibile il primo velo bianco
sul volto aperto adagio scivolò,

diafano quasi e per non più levarsi,
e chi sa come a ogni domanda una
sola, vaga risposta replicando:
in te, che un tempo fosti bambina, in te.";Ma dimmi a te cosa consacro, Signore
1162;Rainer Maria Rilke;"Sotto la neve
lo penso: e vedo (o sogno)
un piccolo villaggio, una gran pace:
dentro, un cantar di galli.
E il piccolo villaggio si smarrisce
in un fioccar di neve.
Entro il villaggio in abito da festa
una casetta bianca.";Sotto la neve
1163;Karin Boye;"Nessun cielo di una notte d’estate senza respiro
giunge così profondo nell’eternità,
nessun lago, quando le nebbie si diradano,
riflette una calma simile
come l’attimo –

quando i confini della solitudine si cancellano
e gli occhi diventano trasparenti
e le voci diventano semplici come venti
e niente c’è più da nascondere.
Come posso ora aver paura?
Io non ti perderò mai.";Io non ti perderò mai
1164;Karin Boye;"Quieta voglio ringraziare il mio destino:
mai ti perdo del tutto
Come una perla cresce nella conchiglia,
così dentro di me
germoglia dolcemente il tuo essere bagnato di rugiada.
Se infine un giorno ti dimenticassi –
allora sarai tu sangue del mio sangue
allora sarai tu una cosa sola con me –
lo vogliano gli dei";Ricordo
1165;Karin Boye;"Come posso dire se la tua voce è bella.
So soltanto che mi penetra
e che mi fa tremare come foglia
e mi lacera e mi dirompe.
Cosa so della tua pelle e delle tue membra.
Mi scuote soltanto che sono tue,
così che per me non c'è sonno nè riposo,
finché non saranno mie.";Come posso dire
1166;Karin Boye;"Certo che fa male, quando i boccioli si rompono.
Perché dovrebbe altrimenti esitare la primavera?
Perché tutta la nostra bruciante nostalgia
dovrebbe rimanere avvinta nel gelido pallore amaro?
Involucro fu il bocciolo, tutto l’inverno.
Cosa di nuovo ora consuma e spinge?
Certo che fa male, quando i boccioli si rompono,
male a ciò che cresce
male a ciò che racchiude.

Certo che è difficile quando le gocce cadono.
Tremano d’inquietudine pesanti, stanno sospese
si aggrappano al piccolo ramo, si gonfiano, scivolano
il peso le trascina e provano ad aggrapparsi.
Difficile essere incerti, timorosi e divisi,
difficile sentire il profondo che trae, che chiama
e lì restare ancora e tremare soltanto
difficile voler stare
e volere cadere.

Allora, quando più niente aiuta
si rompono esultando i boccioli dell’albero,
allora, quando il timore non più trattiene,
cadono scintillando le gocce dal piccolo ramo,
dimenticano la vecchia paura del nuovo
dimenticano l’apprensione del viaggio –
conoscono in un attimo la più grande serenità
riposano in quella fiducia
che crea il mondo.";Certo che fa male
1167;Karin Boye;"Sento i  tuoi passi nella sala,
sento in ogni nervo i tuoi rapidi passi
che nessuno nota altrimenti.
Intorno a me soffia un vento di fuoco.
Sento i tuoi passi, i tuoi amati passi,
e l’anima fa male.

Cammini lontano nella sala,
ma l’aria ondeggia dei tuoi passi
e canta come canta il mare.
Ascolto, prigioniera dell’oppressione che consuma.
Nel ritmo del tuo ritmo, nel tempo del tuo tempo
batte il mio polso nella fame.";Sento i tuoi passi nella sala
1168;Karin Boye;"Il meglio che possediamo
non lo si può dare, 
non lo si può dire
e neanche scrivere.

Il meglio del tuo animo
niente lo può lordare.
Risplende profondo laggiù
per te e per Dio solamente.

È il colmo della nostra ricchezza
che nessun altro possa raggiungerlo.
È il tormento della nostra miseria
che nessun altro possa averlo.";Il meglio
1169;Mario Novaro;"Pentecoste
campane del pomeriggio
lucido verde al sole
turchino di mare con sparse vele
nuvole chiare
delle selve d’ulivi respiro mite
e le campane
con tocchi chiari blandi
oh come tutto sarebbe felice
se potesse vanire
nel blando suono
delle campane.";Pentecoste
1170;Gwendolyn Brooks;"La donna vuota offriva giocattoli!
In casa le sue sorelle
Avevano bambini e bambine.

La donna vuota indossava cappelli.
Con piume. Pettini imperlati
In chiome ondulate. Corteggiava gatti

E piccioni. Faceva la spesa.
Con diligenza aqcuistava balocchi per
Nipotini e nipotine. E caramelle, 

Preparava il popcorn e odiava le sorelle, non
Avevano né piume né permanenti ma sapevano
Guarire il vaiolo, pulire nasi, svuotare vesciche

Sapevano ignorare ogni giorno le pettegole
E quei ragazzi soldati, e tutto il giorno
Dicevano “Dio mio!” – stanche di permanenti

E di gambe grosse e di muscoli esposti e di
Sacchi da scuola anneriti e di babushke e di
Calze bucate, e di parrucche splendenti e boriose.";La donna vuota
1171;Gwendolyn Brooks;"Gli aborti non ti permettono di dimenticare.
Tu ricordi i bambini
che hai concepito ma non hai accolto,
le piccole teste, bagnate con pochi (o nessun) capello,
i cantanti e gli operai
che non hanno mai assaporato l’aria.

Questi, mai li trascurerai, mai li maltratterai,
mai li farai tacere né li comprerai con una caramella,
mai metterai nelle loro bocche i pollici 
né caccerai via i fantasmi che vengono nella notte.

Mai li lascerai, tenendo dentro il tuo sospiro assetato di loro
mai tornerai affamata di vederli, mangiandoteli con gli occhi.

Io ho sentito nelle voci del vento le voci
dei miei oscuri figli uccisi.

Mi sono contratta. Ho consolato
i miei cari oscuri sui seni che loro non hanno mai potuto succhiare.

Ho detto, Dolci, se ho peccato, se ho rubato la vostra fortuna
e le vostre vite dal vostro protendervi senza raggiungere,
se ho rubato le vostre nascite e i vostri nomi,
le vostre lacrime di neonato e i vostri giochi,
i vostri amori belli o difficili, i vostri tumulti,
i vostri matrimoni, dolori, e le vostre morti,
se ho avvelenato l’inizio dei vostri respiri

Credetemi che anche nella mia intenzionalità
non sono stata intenzionale.

Ma perché devo lamentarmi,
lamentarmi che il crimine fosse stato di qualcun altro
e non mio?

Giacché comunque siete morti,
anzi, non siete stati creati.

Però anche detto così temo che sia sbagliato.
Oh, cosa dirò, come si può dire la verità?

Voi siete nati, avete avuto un corpo, siete morti.
Solo che non avete mai riso ne programmato ne pianto.

Credetemi, vi ho amato tutti.
Credetemi, anche se per poco, vi ho conosciuti, e vi ho amati
......vi ho amati tutti.";La madre
1172;Giuliano Donati;" a liquori invece di femmine
il camion delle dita bloccando
sullo stesso sedile di ieri
dall'autostrada al cenacolo
dall'istituto chiuso nella messa San Leonardo d'aghi, cero
del Gallaratese."; H
1173;Nazim Hikmet;"Anima mia
chiudi gli occhi
piano piano
e come s'affonda nell'acqua
immergiti nel sonno
nuda e vestita di bianco
il più bello dei sogni
ti accoglierà

anima mia
chiudi gli occhi
piano piano
abbandonati come nell'arco delle mie braccia
nel tuo sonno non dimenticarmi
chiudi gli occhi pian piano
i tuoi occhi marroni
dove brucia una fiamma verde
anima mia.";Anima mia
1174;Nazim Hikmet;"Sono nato nel 1902
non sono più tornato
nella città natale
non amo i ritorni indietro
quando avevo tre anni
abitavo Alep
con mio nonno pascià
a 19 anni studiavo a Mosca
all'università comunista
a 49 ero a Mosca di nuovo
ospite del comitato centrale
del partito comunista
e dall'età di 14 anni
faccio il poeta

alcuni conoscono bene le varie specie
delle piante altri quelle dei pesci
io conosco le separazioni
alcuni enumerano a memoria i nomi
delle stelle io delle nostalgie

ho dormito in prigioni e anche in alberghi di lusso
ho sofferto la fame compreso lo sciopero della fame
e non c'è quasi pietanza
che non abbia assaggiata
quando avevo trent'anni hanno chiesto
la mia impiccagione
a 48 mi hanno proposto
per la medaglia della Pace
e me l'hanno data
a 36 ho traversato in sei mesi
i quattro metri quadrati
di cemento
della segregazione cellulare
a 59 sono volato
da Praga all'Avana
in diciotto ore

ero di guardia davanti alla bara di Lenin nel '24
e il mausoleo che visito sono i suoi libri
hanno provato a strapparmi dal mio Partito
e non ci sono riusciti
e non sono rimasto schiacciato
sotto gl'idoli crollati

nel 51 con un giovane compagno
ho camminato verso la morte
nel 52 col cuore spaccato ho atteso la morte
per quattro mesi sdraiato sul dorso

sono stato pazzamente geloso delle donne ch'ho amato
non ho invidiato nemmeno Charlot
ho ingannato le mie donne
non ho sparlato degli amici
dietro le loro spalle
ho bevuto ma non sono stato un bevitore
ho sempre guadagnato il mio pane
col sudore della mia fronte
che felicità

mi sono vergognato per gli altri e ho mentito
ho mentito per non far pena agli altri
ma ho anche mentito
senza nessun motivo
ho viaggiato in treno in areoplano in macchina
i più non possono farlo
sono stato all'Opera
i più non ci vanno non sanno
nemmeno che cosa sia
e dal '21 non sono entrato
in certi luoghi frequentati dai più
la moschea la sinagoga la chiesa
il tempio i maghi le fattucchiere
ma mi è capitato
di far leggere la mia sorte
nei fondi di caffè

le mie poesie sono pubblicate
in trenta o quaranta lingue
ma nella mia Turchia
nella mia lingua turca
sono proibite

il cancro non l'ho ancora avuto
non è necessario che l'abbia
non sarò primo ministro
d'altronde non ne ho voglia
anche non ho fatto la guerra
non sono sceso nei ricoveri
nel mezzo della notte
non ho camminato per le vie
sotto gli aerei in picchiata
ma verso i sessant'anni mi sono innamorato

in una parola compagni
anche se oggi a Berlino sono sul punto
di crepare di tristezza
posso dire di aver vissuto
da uomo
e quanto vivrò ancora
e quanto vedrò ancora
chi sa.";Sono nato nel 1902
